index,message
42061,why you looking at my titt? :D
16832,fak ap
21972,ruh arty ruins this game
15407,GG
18185,wp
45311,49 come here
9659,wait for me
12845,tis
45388,i care not
51296,we still can lose it omg
39176,yeah
31252,move arty
21683,nice paid champion badge
29942,ПТ___ДОЛБ
33129,omg
25962,you are sexi
19407,stop...that tickles
50459,yes
10582,k??ss your s??ster ass yes
20190,chi to
54187,yeahhh win this gj
2100,go there
5249,this tank turns so slow
5278,awesome team
48855,no raison for report
29667,small pee pee best pee pee
4382,plz
21827,retard light
22912,ахцахцухацуха
14363,hit
45061,you
53515,udes there
18156,"fuck off m41,"
34186,"dymani arciarze, ślepe pizdy"
42167,we win
8861,noiii
5029,go foward now
10992,big idiot
48904,rip
39596,shor
22372,every time I peek I get hit
49834,lol
29699,где
21650,uu
3630,tepe dolu abi
15738,fuck
42852,lose
30578,go support moron
27612,gg
47419,lol ooof
31598,it was 4v5 valley and we won
41796,gg
47906,T92.
24595,Siema mordy
14995,Засвет в квадрате E1!!!
36482,dont know what some of you guys think that is
24840,f youi
39220,gg guys
44149,wait for me t832
16519,borat?
40416,all in one go in
4500,HE WILL BE OUT OF AMMO TOO
3709,ty noppo
4952,gg
47349,"so much spot, so little hits. you guys are blind :D"
13890,this wz
32847,Pr2
37585,12
34177,idiot
13655,go
31351,не посмеет
1301,nice
51910,ig
33953,loosers
32580,wait
25332,move
9926,X2 t30 usseles
37018,100%
32046,another rigged game
32114,ebr move bro move
19731,yepp
45237,too many enemy
44023,cap
7272,GG
33402,omg team dont die useless
1683,Im Spotted at H5!
25746,wppppp
34546,dont give a fck
53113,camper
14072,holy
39822,nc
37503,Theres an UDES withthe Forest Spirit
27907,идиоты
54538,easay
45712,move forward
25779,fkg kid
22882,fuck off from here
35555,Засвет в квадрате J8!!!
43920,why do you push idiot?
40938,only arty
3186,nur noch fick judenteams
46669,hellcat pls spot
39253,^
11475,as usual
47693,AHAHAHAHAHHAHAHAHAHAA
45259,fall back if you can bro
22698,very good
27658,retard
6449,"Hali! A MAATT kl??n akt??v j??t??kosokat keres. A WN8 nem sz??m??t. J?? t??rsas??g, k??telezetts??gek n??lk??l. Ha ??rdekel keress, k??szi. Sry for spam."
13562,GG
20960,гаси його малий
15695,Засвет в квадрате F6!!!
9440,gg
41387,704
13927,Stop cheating the players!!!
7724,они ток на язык
23003,agg l
14940,churchill bot
40151,Obj will rush us
21871,sry amx
53257,Napolion
39292,Tiger
29046,nice
9173,*** u progetto
20789,retardi
4846,moron
35599,gg
42844,gg
16116,Achtung Nashorn und Panther Cheating
12305,норм ахах
4469,ARTA
45827,they all 2%
53966,Im Spotted at E2!
27225,hahahahaha
48689,elc?
53245,oui baguette
40732,"Crap, did not pay attention, should be usin the other set up for this match lol"
4879,bishop help him
53609,Leave v4 to his daddy pls
21525,jup
45874,on my side please help if possible
32215,next trash girls
52640,ill stun em you kill em
33585,fuc.king full HP useless Leopard
49551,stałem w miejscu
5912,такі дауни
48297,sure
8288,accept platoon
3518,стерва ебаная
22571,hfhf
31963,whered he shoot from
38769,lag
38540,s130 in B1
37051,"Enkhbold_Je (СУ-152), не мешай стрелять!"
11761,Sheridan camping at back behind arties
12623,reset cap7
23218,no pen on side on light...
3078,CUS
1312,*** pain
34231,Watch my *** t30 :P
14303,then don't try to excuse others
28960,moove up and stop
47724,"Нет, есть разница, как видишь)) Это то чел из сассии высерал, сделай выводы)"
31343,е3 ты выблядок тупой
1868,:(
48790,gg
35463,hope they connect soob
18340,im from moscow i have 400 ping
40657,ty
30904,"ooo polaczek, no jakby inaczej XD"
8341,:)7
21882,удали игру
30647,it seems
42524,they are 5 tanks
32177,sry lt
54239,gg
21694,we dont see the 1-2 line
49568,nyoio
32641,НИХУЯ ОНА ЗАКИДЫВАЕТ
29217,інфо
8143,MAUS you are FULL HP ????
11606,again clows team :(
45390,arty been on me all game
11030,got shit players
4575,lmao
30712,omg team
54257,mm is soo broke
18659,IROS A LA MIERDA TODOS LOS MINSKAMMERS
32072,useless botchat
21059,gg
16780,we win
14082,T95 even insane
5866,gg
24024,арта
29163,wow
50907,-2500
22671,2 pusher gone
33974,hwk 12 is the best plyer in wot....f*** idiot
32485,good defense
1256,thxn
49271,7k damage
31948,I‘ve been spotted in F3!
43520,best camo in game and camps
28182,gg
27693,wtf was that?
46737,gg
15977,vk on cap
32917,Падлы засветили меня &gt;:|
42988,and lost
44922,nice
38631,good***
11540,\dump meds
4154,i did over 3k dmg and 1.5k spot yesterday with leopard
22696,какой же кринж далбаеб))
31493,1 less no*b
19091,haha and you ...
8536,397
2631,to dip..but the only challeng is the arties
15338,...
22034,youve got like
49340,nice leo for help
53126,so close to win :/
48329,spo t m41
26405,ну нах
22906,ok
51316,gg
18816,back
5991,Im Spotted at G2!
18241,gg
25172,why?
41540,gg
32465,scorpion reported
49796,du wixxer
19309,better both
50819,arty
29524,mega stupid op tanks go bgartaghe idioten
52689,ill go in
46132,4.9
25199,s conqu reported
37878,mrdkyyyy
18567,"Akellos_[-PIL-] (Badger), не мешай стрелять! Уйди с линии огня по противнику!"
34568,vk bazd meg az anyád
27211,what the hell are you all doing down there if they are shotting us up here
7884,sry no damage
52187,or nah
2986,were?
33919,kurwy jebany
53286,Im Spotted at E5!
39599,gg gays
21958,its crazy
40806,arty
47077,indien report
25553,M??????????????
11329,tolles team
28716,IT‘S AFK
20390,jemig IX
19381,go for him
13268,lol :O gg
50270,vkj30 don't camp
19081,ggs
1899,your bastards family wanker
48846,gg
17711,inian go
29599,Im Spotted at C7!
46680,thx WG
44780,gg
8968,draw same as loss honestly
40734,Honestly...I should be dead
36962,ПТ ближе
40706,GGG
32128,we defend
3373,even the 50b is a better tank thank the type line
52869,thx
46001,Fjderiokgfgv
1576,3 FV4005
50883,gg
28353,camper gamn V1.0
30196,ty spgs
19090,help ? :)
32474,napalm o7
5943,"tu ecris ce que tu veux, dans la mesure du correct"
17809,PLS SPOT THERE HEVYS
52881,u know
31263,"rino, move"
52492,ДМБ
1497,4.3k damage game
15241,and flamed
13078,сука
21259,meds go
22014,e3 is back
6582,I would expect the Borr to be circling around....
46419,help me
5038,Im Spotted at C9!
53018,hahaha
10528,ffs
8284,go
22712,nice
22238,gg top tier heavys
15710,gl hf
49936,thx
39732,blaawwwwwwwwwdw
32785,sweet
11603,move to city bots
43839,fail kids all
52100,Im Spotted at G2!
29258,fu arty
26960,when will that arty run ouit of ammo?
6089,instead of camping all the game long
18574,def
3481,and no win
30247,друзья
29188,"till you take the hill, they cap"
53147,what is going on right now?
8967,according to the BZ we are gonna lose
54491,vk flowmack
10140,omg
9471,gg
23317,i take shot
54158,This game is never fun
3890,ltg hold middle
35327,gg
54554,have make a looping :)
31135,а я про тебя говорю как про игрока
47086,lost
15703,dobra
16850,go spot some1
3360,grille zamknij dzi??b
41022,i need to see hummel
22274,and aim better
40529,wtf
19603,gj you kept him long enouch
30098,Gg
25596,4m
31390,"new_WOLF2859_house (VK 30.02 M), не мешай стрелять! Уйди с линии огня по противнику!"
42850,gg
18581,ахахаха
18107,ddont been stuoid pls
7416,zin move
46183,704 stay safe
30271,great.. computer crash... and now I am dead
12763,crusader cap
34001,54 is a bot
11344,gj kpz
18960,I've been spotted in E6!
10440,omg nice team
19827,nice
4992,useless retards
26713,wait
17136,only 38 hps left I'll try to spot for u arty
3441,gg
34689,Засвет в квадрате H8!!!
52015,команда долбоебов
30860,Enemy SPG Smrtihlav_CZ_ (G.W. Tiger (P)) just hit me and is now reloading for about 44.11s.
8303,no.
1424,no ammo
44567,ty
38133,omg
37588,any one knows?
48915,you are the Idiot from beginning at this game ..Report and shut up
9602,fuck you
46229,cap guys
5416,gg
17907,obj 277?
4036,blind fire this bush
54474,GG
41543,nice one arty
54660,we do have a camping heavy so i dont know
11808,help
50556,He spent the first minute crashing into teammates and then just died
51807,where
22548,ст неочем
48867,arty
32352,the maus is using gold
9029,oh now
9825,togterh at once
39463,Im Spotted at K7!
47468,you noob
42497,gg
41818,Засвет в квадрате B6!!!
46724,brainless dick sucker scrap.
24441,kk im going
42473,:)
22819,Krzychu jedz prwą dołwm
1277,conq f you
51715,just go up
33175,gg
1455,wtf
38519,jackson chity
34373,MRDKY
42129,isso
38328,panther where
43182,клоуны
49424,&quot;_)
22228,ill spot and you follow close
18410,BOT 1390
2007,muppet heavies
32588,sence push NOTRTH??
4559,arta support strv
13096,no 1 in middle at all
10602,Im Spotted at K6!
2809,yes
2355,dont stop
33869,T110E4 - you are stuppid !! they targetin you!!! hide
46894,GO!!!!
45564,wp
29744,2 bot TD on spawn pls delete
35864,heavys go up on hill
50683,PAYPAL LAYERS
46361,no ******* way he sat there unspotted
52613,сливаем и на пиво
33693,redline idiot
46035,gg
27678,goi spot
23810,now
51078,набазі средній танк
48143,nice bur
6513,XD
32297,Im Spotted at E6!
7258,"any clue, where amx is?"
6859,GJ
41138,225 on hesh
39846,ok
31514,gg
33520,BOTS
3807,gg
46475,uses aimbot
52008,nice
4007,Im Spotted at E7!
35577,top
50919,Im Spotted at G0!
52312,omg
51012,gg
41780,free kills
14894,DECAP\
3964,gg skorp
41583,gomfoch
5970,let char spot..
53197,ok
5279,pls top gun
2224,ну олух
23321,lol douvble bourr vs 54 an 69 ... lol
49257,push these lights
2911,now you dont need to help lt
26149,boty
2916,wtf
12460,just run
43152,omfg
17494,wtf
10405,14k combined can be done with this tank?
31649,nice teleport
42650,gg
41258,"progetto, proxy spot t54"
2790,RIGGED PIECE OF SHITE GAME
29227,gg bois
38094,great work
20171,against tier 10?
5307,wtf guys
44556,БАРАНЫ
43638,just wow....... :o what a team :o
53074,se nota
29128,nice defeat
19363,offf
2436,bring yourself in a better fire position
26683,"Den Sinn von Funk erkannt, aber kein TS? Nutz unseres: Eiserne-Krieger.de - Uns gibt es schon ÜBER 10 Jahre!"
33999,studip idiots
38909,7.2 k mate
25616,wasnt playing last 2h
12732,lol
38366,нет
34443,way to many DIPS
22120,you coulda done that 20 secopmnds ago...facking tar tar
44124,lmao
27954,focus e 25 please
10012,"Юлин, ты просто башней не вертел"
46626,40t are u pl
15615,vz stupid idiot
28821,i report you
52563,he is urs
44748,TY
30945,mb
9565,guys r u idiots or what
21890,стреляет
43058,of course he high rolls
53352,PLS
14382,Im Spotted at H5!
21697,bot shit ebr
19872,emil 4 round in 2 seconds wtf
14112,wp
1831,lol
44888,gg
45375,dont be shy stug...
34786,gg
43179,fuck
25329,G fckin G
20216,nice try good playing
4373,nice
28322,idfiot
45753,char futur
44021,afk
34094,so emotional
10540,?
40213,what shit top tier
33008,wtf
24648,"But like I said, you are polish...."
50759,wohs with me
4687,what did we had to do?
12579,lol
45970,ok
52526,sleep lol
53135,mert nem látom
24846,bourrasque
51371,ok!
1356,how many mm has he on back?
8618,where
45967,is bz 58 good ?
31110,кто тебя боится
48137,WHAT THE FUCK GUYS
28209,this bush
19010,752?
38228,cap guys
43981,90 hp
32833,tofik reported
13949,can yall see our e100 hiding on base afk?
12779,277
11210,UDES
29395,gg
23356,cap
9041,o
8098,hurry
13345,defend!!!
47212,Засвет в квадрате D4!!!
5272,NICE
5488,Im Spotted at F5!
28919,:)gg
14768,city
53732,bet you have arty in garage
35949,hoho chicken dance in this map
43351,progetto was behind the mountain why u peak ?
38638,Time
22444,wz end is3
6732,3 ammo left
18135,suuper iditeam .....
46138,gl hf all :|7
50824,gg
42139,amx wrong equipment bro
38224,man that 112
6170,х** вам а не победу
13408,glhf
37066,gg
24153,salute
12844,i think this flank is clear now
2990,stop
49139,kill art
53594,Im Spotted at G7!
33467,report progetto
10302,Im Spotted at F5!
37788,pozz
22352,kokoti
6035,with his hp
50286,help
4191,LEFT FLANG T 78
8180,leopard reported
10960,push
9141,ты фуфел
38173,"we can see you stats, i think you would struggle with one"
33071,all of them are fckin rat
18434,nice astron
34433,h0w supp0rt friends if u stay at back ???
10237,u dead too
23987,scout Maus OP
6348,*** *** Noob TD's at A0
10196,push
21313,sry
15270,gg
45270,what's his HP
5238,gg
26552,that S conq
44747,Caps + F3 = free cam
24322,#ERROR!
36392,#ERROR!
43643,2gm heavy tank and base camp
18324,"just drive line 2,3 and easy"
18416,enbemy t 45
49171,sheeeesh
4807,Im Spotted at B1!
22816,cap the enemy base
14489,17 hp
22384,тяжи
54088,Im Spotted at B4!
51814,gj
48963,ooouw bourrasq mega reoladed tıme
9474,gl
30709,gj
16043,fucking bots
37291,spot
24781,amx
47131,gj
4778,turbo!! hahaha
8016,arty
15674,noobs -- minimap ???
3192,dip is crucial for victory
4212,Im Spotted at C3!
44978,ns
1711,why my art so bad all miss
38986,and 3 he
54259,this is painful
3167,Im Spotted at C3!
10968,brocken hands idiots
5736,у меня задача
16758,Im Spotted at F9!
16427,awesome
26689,дебилыыы
7576,nice
3105,gg kemper
21511,you are sandwiched fast
19072,field?
37252,хаха
23703,проеб тту
44398,JGPZ nice work
1016,gjj
52764,i win
40098,waffle there
37138,1 shoot
52769,retards
53528,ВЫ ПИДО
6608,uninstall 907
51788,е 25 просто красавчик
22521,why?
41120,super !!!
12406,тима раков полнейших
37443,M12 shoot him
46989,gg
38152,omg
34698,vk
1241,DO NOT TELL WHAT TO DO
50993,mongs
39380,ale zara mu dam XD
38808,some blind if you wont.i cant spot him if he dont move
43183,fuck off
38801,kunze go save
28702,guard do something
29509,nobody?
44131,arty shouldnt be in this game. its bs
50366,humantrash
18779,if u have video works fine
15885,i wasn't spoted
45597,2k dmg
17903,1 of the worst map in game
27085,very tnk WG battle tier 6 vs tier 8 = shit gamer
17078,amx light
37662,g
3809,UDES 16
4325,gg
46611,S
23378,ns
32421,spoted tanks no shooting
12930,lol
35674,277 go back!
51660,uh guys
45613,skopion move!
53542,Im Spotted at H1!
35637,let they came us
17293,Засвет в квадрате G2!!!
2856,Im Spotted at H0!
46845,тяжи стоят на базе чилят
44551,hill
1069,yup
19461,gg
4175,"Une saloperie me vois, je suis spot Bordel D0!"
4629,cant wait to see your sub 50 win rate buddy
41887,gg
50335,bye
19115,tino peeked 4 times at me
4838,anani avradini bacini s??k??y??m
22629,you the guy i just beat twice in a row?
34401,youre a idiot
21907,useless premium light
47710,Ебать вы че дауны?
23730,103
53370,go away7
43701,140 wtf
9091,noob team
8896,fucking idiots in city
49738,sta Reeport idiot
2463,sorry
9824,cap all
26108,shit
51716,?????
44447,spotter dont die and spot! :p
46609,STUYOU RUSIA AND NAZ1 LEMMIN O ALL ONE SIDE
32951,push fucking hill
20337,дичи сука кустарные
1353,e100
23039,i try
48655,gg
24200,ебать
19598,sit to cap
9918,pancsy 3 infront of you
53481,w
41041,scout
5286,2 not penetrate
36357,gg
31790,"gg, thanks for carry :))"
41477,No
21674,char rush smv
37822,..
36207,vk go
48338,not really
49417,goodjob
39617,that low roll
54001,idiots
37671,gg
15000,sorry
31260,come on cobra
45734,sry
46779,report t 95
8068,SU 130 bot
33289,гора светите либо пизда
14459,wait me
38734,gg guys
43050,trash player hour
19468,sry
11177,idiots
26492,nice
48106,hf
32069,смотреть как мы сливаемся в меньшинстве
25154,gj
20432,dumb bot
1329,amx go
43315,mts stop being wussies
2888,сук
20372,you still beat his reload
37606,wait lor
41794,gg
9222,he cover me
30029,you are full hp
10047,gg
3827,lucker
4862,POTOM UBEGAY
49610,yeah
27592,Блять
50864,kolejne losowanie z debilami
50079,"No Woman, No Cry"
6928,arty
10350,i swear the kpz shouldve been a reward tank
45917,serious to god
51515,whyyy???
34743,Im Spotted at B6!
29764,gg
25076,GG
45338,gg thx
